agent_code,avg_policies,std_policies,active_months,avg_anbp,avg_income,avg_customers,first_active_month,last_active_month,tenure,stability,cluster,performance
3812c4ee,20.85,9.836960377763257,20,1319633.6,282378.55,15.45,2023-01-01,2024-08-01,19.0,0.09227679765738883,1,High
38203463,22.666666666666668,4.725815626252609,3,831840.6666666666,159590.0,15.0,2024-06-01,2024-08-01,2.0,0.17464760748059102,0,Low
38aaffd5,21.65,6.945464252604754,20,953208.35,196768.45,14.3,2023-01-01,2024-08-01,19.0,0.12585796980612818,0,Low
393f3bf6,18.68421052631579,9.93899520731317,19,1145234.1578947369,268336.15789473685,13.368421052631579,2023-02-01,2024-08-01,18.0,0.09141607442440955,1,High
396d8793,23.75,1.7078251276599328,4,1488951.5,306477.5,18.0,2024-05-01,2024-08-01,3.0,0.3693000666051825,2,Medium
39b8984c,19.5,9.333020044867295,20,916873.8,183661.2,16.85,2023-01-01,2024-08-01,19.0,0.09677712766043926,0,Low
39efba70,14.421052631578947,11.461606390582062,19,635344.0,200777.52631578947,16.842105263157894,2023-02-01,2024-08-01,18.0,0.08024647614899443,0,Low
39f484d0,14.8,10.684962379560893,20,640059.95,196749.45,13.95,2023-01-01,2024-08-01,19.0,0.08558007869577572,0,Low
39fdf86e,19.45,9.052333226417666,20,1121277.85,250693.0,13.45,2023-01-01,2024-08-01,19.0,0.09947939224417936,1,High
3a296b6c,20.85,9.01037413791809,20,701378.05,137605.0,14.75,2023-01-01,2024-08-01,19.0,0.09989636613202303,0,Low
3a47f9bd,21.1,10.915464645220222,20,1040587.95,239107.2,13.75,2023-01-01,2024-08-01,19.0,0.0839245492957877,1,High
3a5a4ac6,20.25,8.472090402579145,20,867553.65,180251.65,16.15,2023-01-01,2024-08-01,19.0,0.1055733167124029,0,Low
3af761d0,16.4,8.893522184270148,20,598809.0,131393.5,14.8,2023-01-01,2024-08-01,19.0,0.10107623770126217,0,Low
3b689e3b,19.2,9.864800338287932,15,831685.2,188813.33333333334,15.866666666666667,2023-06-01,2024-08-01,14.0,0.09204034762387353,0,Low
3b8142c2,21.6,6.985699678629192,5,1427183.0,298159.2,13.0,2024-04-01,2024-08-01,4.0,0.1252238426491463,1,High
3c046694,22.7,6.307843442008441,10,1150867.2,239615.4,16.2,2023-11-01,2024-08-01,9.0,0.136839275216488,1,High
3c08603a,21.6,8.720212455161736,20,847907.65,196588.35,17.05,2023-01-01,2024-08-01,19.0,0.10287840976860221,0,Low
3c120430,21.0,11.489125293076055,7,1084145.142857143,263088.28571428574,16.428571428571427,2024-02-01,2024-08-01,6.0,0.08006965872577144,1,High
3c26fc5a,21.3,11.0458375108359,20,1151151.45,290746.45,15.65,2023-01-01,2024-08-01,19.0,0.08301622856031757,1,High
3c42efd4,24.7,6.86792698364154,20,1166777.3,211750.9,16.0,2023-01-01,2024-08-01,19.0,0.1270982816794223,1,High
3c53cbc1,17.45,7.653516563611376,20,754370.5,196200.45,14.55,2023-01-01,2024-08-01,19.0,0.11555995677006824,0,Low
3c7a8b50,26.8,5.463756178577826,20,1398692.6,238483.55,15.1,2023-01-01,2024-08-01,19.0,0.1547088058974438,1,High
3ce8e9ed,9.25,10.688779163215974,4,692409.5,206429.25,14.5,2024-05-01,2024-08-01,3.0,0.0855521338915318,0,Low
3cf0c354,17.65,11.895487866369642,20,742852.35,201250.5,15.45,2023-01-01,2024-08-01,19.0,0.07754650389055204,0,Low
3cfc52f3,22.95,10.091554572225755,20,1279044.45,263529.25,16.95,2023-01-01,2024-08-01,19.0,0.0901586872686079,1,High
3d00b9ca,23.05,8.599112561311502,20,1179632.2,237483.85,13.9,2023-01-01,2024-08-01,19.0,0.10417629688294566,1,High
3d15739c,18.65,10.266322049354025,20,1042078.7,242933.25,16.3,2023-01-01,2024-08-01,19.0,0.0887601113850049,0,Low
3d80c955,17.45,9.594269122762817,20,1075309.0,285983.5,15.6,2023-01-01,2024-08-01,19.0,0.09439065483539613,0,Low
3d94a6e8,20.5,6.363961030678928,2,1580565.0,307163.5,19.0,2024-07-01,2024-08-01,1.0,0.13579648178933995,1,High
3dd0c2a1,19.75,11.410406146191846,20,856405.45,200149.6,14.95,2023-01-01,2024-08-01,19.0,0.08057754018846931,0,Low
3df612f0,22.2,11.293221068643929,20,1045422.65,216560.4,15.6,2023-01-01,2024-08-01,19.0,0.0813456452475812,0,Low
3e53c636,19.68421052631579,10.939493343838324,19,939052.8947368421,215284.68421052632,15.105263157894736,2023-02-01,2024-08-01,18.0,0.08375564784883231,0,Low
3e5ac0ee,20.5,8.82878068710808,20,1020227.0,197874.9,14.85,2023-01-01,2024-08-01,19.0,0.10174201987349762,0,Low
3e8c2a01,19.65,10.256063674980922,20,1186210.2,287186.75,16.0,2023-01-01,2024-08-01,19.0,0.08884100418005986,1,High
3eaca3a0,14.5,2.1213203435596424,2,707262.5,155137.0,12.5,2024-07-01,2024-08-01,1.0,0.32037724101704074,2,Medium
3eb7edb4,20.95,8.61745474695339,20,1079221.5,244630.15,16.05,2023-01-01,2024-08-01,19.0,0.103977614276457,1,High
3ec02013,18.7,11.801427210745587,20,828663.25,213716.25,16.5,2023-01-01,2024-08-01,19.0,0.07811628996809002,0,Low
3fa56b2f,21.6,11.090061933290114,20,1204850.35,265516.3,15.0,2023-01-01,2024-08-01,19.0,0.08271256222819581,1,High
3fae68fe,19.8,9.180069945840627,20,1194753.4,239598.15,16.3,2023-01-01,2024-08-01,19.0,0.0982311521748021,1,High
4.68E+11,25.0,5.477225575051661,4,1383026.75,285864.5,12.75,2024-05-01,2024-08-01,3.0,0.15438708879488486,1,High
400e8f57,23.1,7.31185051096758,20,987823.6,193718.15,16.3,2023-01-01,2024-08-01,19.0,0.12031015219540928,0,Low
4031618e,17.7,10.54863423437017,20,973127.1,214936.95,15.4,2023-01-01,2024-08-01,19.0,0.0865903257221426,0,Low
40b62a16,20.1,5.793826115153231,20,1245652.0,249689.6,12.85,2023-01-01,2024-08-01,19.0,0.14719246313495699,1,High
417f5867,20.3,10.503633456546059,20,700433.9,183553.6,15.8,2023-01-01,2024-08-01,19.0,0.08692905626534522,0,Low
41d75955,18.2,11.93667501971616,20,771039.15,224491.65,17.0,2023-01-01,2024-08-01,19.0,0.07729961512335654,0,Low
428ca558,18.8,11.464361253352427,20,1109111.6,272542.05,14.65,2023-01-01,2024-08-01,19.0,0.08022874013949484,1,High
42df1e2f,21.25,9.909458533192042,20,978609.75,249798.3,16.2,2023-01-01,2024-08-01,19.0,0.09166357770713356,0,Low
430152bb,17.625,12.45491870708115,8,714366.125,257619.875,15.5,2024-01-01,2024-08-01,7.0,0.07432226249525484,0,Low
44303003,21.75,9.306901796657767,20,1150467.95,280304.85,16.05,2023-01-01,2024-08-01,19.0,0.09702236615122027,1,High
448bb5ec,15.666666666666666,9.157874571463985,6,555025.0,128151.5,13.833333333333334,2024-03-01,2024-08-01,5.0,0.09844579128878501,0,Low
44b3f07a,21.7,8.808488728732673,20,1034868.9,181264.45,17.0,2023-01-01,2024-08-01,19.0,0.10195250539164429,0,Low
44c6464f,17.0,11.648356559030796,20,893414.35,226495.4,14.8,2023-01-01,2024-08-01,19.0,0.07906165479546118,0,Low
44e1a8af,22.35,9.195393583631683,20,1233443.6,243890.1,15.95,2023-01-01,2024-08-01,19.0,0.09808351112657995,1,High
455ca878,20.7,9.148482761753735,20,1056327.4,229626.65,14.6,2023-01-01,2024-08-01,19.0,0.09853689694075929,0,Low
458aa9db,14.85,9.382374292705501,20,799974.9,189915.2,16.45,2023-01-01,2024-08-01,19.0,0.09631708237513502,0,Low
45910031,19.3,8.169906267580592,20,503387.3,106887.0,14.8,2023-01-01,2024-08-01,19.0,0.10905236878324627,0,Low
4609bc37,19.941176470588236,9.437098257908085,17,967818.1176470588,175223.58823529413,16.235294117647058,2023-04-01,2024-08-01,16.0,0.09581207106508842,0,Low
461a76aa,21.05,7.789838184928389,20,985889.1,225605.7,17.35,2023-01-01,2024-08-01,19.0,0.11376773712565758,0,Low
470d81d4,17.45,10.13838459051851,20,553113.75,127207.45,16.0,2023-01-01,2024-08-01,19.0,0.0897796257503305,0,Low
471fdac3,18.1,9.112744112678568,20,1051850.65,278869.05,14.7,2023-01-01,2024-08-01,19.0,0.09888512839420886,0,Low
47947b4c,20.45,8.786802304413257,20,954316.05,202713.7,14.1,2023-01-01,2024-08-01,19.0,0.10217842037629189,0,Low
47c3bcc3,24.25,8.289974922189229,20,1113076.6,207441.8,15.85,2023-01-01,2024-08-01,19.0,0.10764291705583474,1,High
47c6c65c,22.333333333333332,10.23659507785078,12,837430.8333333334,193781.83333333334,14.5,2023-09-01,2024-08-01,11.0,0.08899493067710239,0,Low
47e9a908,24.35,8.79757741773567,20,970809.15,150783.2,13.7,2023-01-01,2024-08-01,19.0,0.10206604728530036,0,Low
48669912,17.555555555555557,10.701765171119098,9,653080.0,171019.0,15.333333333333334,2023-12-01,2024-08-01,8.0,0.08545719260100014,0,Low
4936a505,17.4,13.446189051177289,5,769161.4,194404.4,15.4,2024-04-01,2024-08-01,4.0,0.06922240851600273,0,Low
49a9d7fa,14.277777777777779,9.316686835714252,18,687018.7222222222,153379.66666666666,16.88888888888889,2023-03-01,2024-08-01,17.0,0.09693034361944625,0,Low
4a0b5fa3,16.75,10.391671766624615,20,938676.45,240293.05,16.1,2023-01-01,2024-08-01,19.0,0.08778342814702629,0,Low
4a36c4e0,22.842105263157894,7.41067666647053,19,940155.1052631579,205345.31578947368,14.894736842105264,2023-02-01,2024-08-01,18.0,0.11889649782716492,0,Low
4a8112fe,10.5,12.36931687685298,4,166381.5,180370.25,12.5,2024-05-01,2024-08-01,3.0,0.074798137347717,0,Low
4aa2a587,20.058823529411764,9.952829925674997,17,878241.1176470588,208641.0588235294,17.41176470588235,2023-04-01,2024-08-01,16.0,0.09130060512086079,0,Low
4aa5bb82,19.25,7.621817713850016,20,914530.55,198746.9,17.05,2023-01-01,2024-08-01,19.0,0.11598482282844004,0,Low
4b50ba06,23.25,9.164433539791926,20,1689725.25,357213.55,14.4,2023-01-01,2024-08-01,19.0,0.09838226558176412,1,High
4c33101d,21.85,10.663637179440084,20,1066218.45,253509.75,16.45,2023-01-01,2024-08-01,19.0,0.08573654895256312,1,High
4ca77240,18.75,10.502505966622794,20,892718.2,213223.05,14.8,2023-01-01,2024-08-01,19.0,0.08693757715942364,0,Low
4d543192,17.1,9.352173966235704,20,666437.7,185311.6,16.65,2023-01-01,2024-08-01,19.0,0.09659806754229264,0,Low
4d953b7c,18.55,10.313379149128776,20,663988.2,147800.8,15.45,2023-01-01,2024-08-01,19.0,0.08839092076897363,0,Low
4df767d7,20.75,12.314335432448523,8,754504.875,139985.5,16.5,2024-01-01,2024-08-01,7.0,0.07510701567296317,0,Low
4e65e45e,20.45,7.54268554714817,20,848157.6,180031.8,15.45,2023-01-01,2024-08-01,19.0,0.11705920749170416,0,Low
4eb0e534,21.8,9.594954814627156,20,1222699.3,273149.95,14.5,2023-01-01,2024-08-01,19.0,0.09438454599347819,1,High
4ec46520,25.642857142857142,8.731967289634836,14,998478.2142857143,197505.85714285713,15.785714285714286,2023-07-01,2024-08-01,13.0,0.1027541472591121,1,High
4eff9854,19.8,11.166679759091565,20,1403224.3,294569.9,15.2,2023-01-01,2024-08-01,19.0,0.08219169237628277,1,High
4fe58569,22.1,9.73274451475398,20,1125459.95,259968.95,14.1,2023-01-01,2024-08-01,19.0,0.09317281321896093,1,High
507d2705,19.0,8.335087534664908,20,820913.6,163400.25,15.6,2023-01-01,2024-08-01,19.0,0.10712272341170885,0,Low
50bb84a3,19.6,11.389746080992047,20,1144165.1,279208.9,16.5,2023-01-01,2024-08-01,19.0,0.08071190430078047,1,High
51321fa2,19.0,10.300740903347425,20,953183.75,210784.05,16.85,2023-01-01,2024-08-01,19.0,0.08848977324166304,0,Low
51b5ab9b,21.45,6.402918742343419,20,1174784.3,217710.1,14.95,2023-01-01,2024-08-01,19.0,0.1350818555227646,1,High
51dc42f2,20.0,13.638181696985855,4,849890.5,183356.25,18.5,2024-05-01,2024-08-01,3.0,0.06831449565938301,0,Low
52421009,18.7,9.878738466231937,20,1089865.35,224454.1,15.7,2023-01-01,2024-08-01,19.0,0.09192242309198279,0,Low
5287392d,19.4,9.075125053509847,20,1050824.4,209155.0,15.95,2023-01-01,2024-08-01,19.0,0.09925435115583328,0,Low
52acfbac,21.9,10.020505292438575,20,1121006.05,220414.45,15.35,2023-01-01,2024-08-01,19.0,0.09073994099763495,1,High
52d3b4c8,22.2,9.929223216556798,20,1256955.1,266616.8,15.05,2023-01-01,2024-08-01,19.0,0.09149781097755322,1,High
52de1f9c,17.4,12.546335174695018,20,862266.25,190047.0,16.9,2023-01-01,2024-08-01,19.0,0.07382070405787917,0,Low
52e1374a,23.55,5.49138080612652,20,1391365.15,269347.05,16.4,2023-01-01,2024-08-01,19.0,0.1540504293102335,1,High
53826690,17.15,10.121758740456126,20,918593.5,194360.85,16.05,2023-01-01,2024-08-01,19.0,0.08991383677137632,0,Low
53a3110b,20.88888888888889,9.054663334689764,18,1079096.6666666667,204596.88888888888,15.055555555555555,2023-03-01,2024-08-01,17.0,0.09945633848822,0,Low
53f114f3,24.7,8.291403284188547,20,1498750.15,306487.85,14.8,2023-01-01,2024-08-01,19.0,0.1076263691730752,1,High
54240662,18.75,9.170174767318118,20,876270.9,192969.75,16.85,2023-01-01,2024-08-01,19.0,0.09832672720762897,0,Low
54643ae7,20.4,7.542162191726971,20,922998.4,224265.9,17.6,2023-01-01,2024-08-01,19.0,0.11706637939613151,0,Low
54768850,21.05,9.902019995940224,20,986659.1,203248.85,16.1,2023-01-01,2024-08-01,19.0,0.09172612051458238,0,Low
54c07c11,20.2,9.047244419100624,20,1024504.6,233084.9,16.1,2023-01-01,2024-08-01,19.0,0.09952977734859512,0,Low
54ca74d2,18.9,7.254036988572566,20,938369.0,180507.8,17.0,2023-01-01,2024-08-01,19.0,0.12115283725823693,0,Low
54e55461,18.9,9.786671925042805,20,684204.8,148616.4,16.7,2023-01-01,2024-08-01,19.0,0.09270700054187767,0,Low
5550ec46,19.75,10.477419328702736,20,1178795.3,244265.1,15.45,2023-01-01,2024-08-01,19.0,0.08712759997355847,1,High
55616a7d,20.2,8.256983576208553,10,826113.6,145967.5,16.1,2023-11-01,2024-08-01,9.0,0.10802655009241974,0,Low
55c823e7,17.2,11.64654907099772,20,739136.25,226581.2,15.5,2023-01-01,2024-08-01,19.0,0.07907295455748446,0,Low
55e876fa,23.95,9.411499125509904,20,1234815.7,269517.3,15.15,2023-01-01,2024-08-01,19.0,0.0960476476965583,1,High
56df72a9,22.15,6.619548402469128,20,1277748.1,246344.85,16.2,2023-01-01,2024-08-01,19.0,0.13124137379007242,1,High
56edaaf5,21.45,10.399772264713048,20,1039580.45,232168.45,16.0,2023-01-01,2024-08-01,19.0,0.08772105062970499,0,Low
5724f683,22.15,6.753361735968399,20,974402.6,167394.0,17.25,2023-01-01,2024-08-01,19.0,0.12897631170243593,0,Low
572c0422,18.75,10.391671766624615,20,1014670.3,226533.95,16.35,2023-01-01,2024-08-01,19.0,0.08778342814702629,0,Low
57480056,22.95,10.399772264713047,20,1075296.55,252817.65,15.1,2023-01-01,2024-08-01,19.0,0.087721050629705,1,High
57797bda,18.95,10.762874787165858,20,1005916.7,214004.35,15.15,2023-01-01,2024-08-01,19.0,0.0850132317221528,0,Low
57838cf4,20.15,10.54451715846976,20,1023963.1,234775.1,16.35,2023-01-01,2024-08-01,19.0,0.086621206090576,0,Low
580d98ee,21.8,8.817446819859628,20,986680.6,190429.0,14.1,2023-01-01,2024-08-01,19.0,0.10185947714808179,0,Low
5922d261,19.8,11.758983128252474,20,1366290.5,348263.8,15.75,2023-01-01,2024-08-01,19.0,0.0783761519196369,1,High
599c361f,14.35,12.235732830310445,20,622626.05,142446.75,15.8,2023-01-01,2024-08-01,19.0,0.07555305118504307,0,Low
59f16623,20.55,8.50680841877165,20,1158787.3,268469.2,17.6,2023-01-01,2024-08-01,19.0,0.10518777237852527,1,High
59f2fa1d,17.8,9.731122075182556,20,1172734.75,242826.15,15.0,2023-01-01,2024-08-01,19.0,0.09318690002722647,0,Low
5a4c13f1,22.25,8.75920568376644,20,1285454.9,252612.75,16.4,2023-01-01,2024-08-01,19.0,0.10246735568483918,1,High
5b3a18f8,20.0,9.345230512584124,13,927477.4615384615,233702.92307692306,14.23076923076923,2023-08-01,2024-08-01,12.0,0.0966629016901636,0,Low
5b80ded5,19.642857142857142,9.935229801508932,14,1108897.7142857143,227254.0,17.071428571428573,2023-07-01,2024-08-01,13.0,0.0914475523744377,0,Low
5c0601a2,20.416666666666668,8.16264588713659,12,597870.0833333334,118770.66666666667,15.583333333333334,2023-09-01,2024-08-01,11.0,0.10913878068821768,0,Low
5c4dd08c,18.55,10.35412452778322,20,1083115.75,284323.95,16.7,2023-01-01,2024-08-01,19.0,0.08807372136469249,1,High
5ccac519,21.65,9.348655968696924,20,1080448.25,276401.05,11.6,2023-01-01,2024-08-01,19.0,0.09663090579345227,1,High
5d8cf04d,19.8,9.023944755336682,20,1035915.65,228580.65,15.7,2023-01-01,2024-08-01,19.0,0.0997611244283451,0,Low
5da2a068,19.9,10.412037567920578,20,1070569.35,172408.65,16.3,2023-01-01,2024-08-01,19.0,0.08762677077150677,0,Low
5e002d6b,20.55,6.878456069114408,20,907789.3,175563.75,15.65,2023-01-01,2024-08-01,19.0,0.12692842242533528,0,Low
5e060b04,22.65,8.430989203371595,20,1111089.3,222556.0,17.35,2023-01-01,2024-08-01,19.0,0.10603341584173358,1,High
5e628af1,21.0,9.335839262585989,20,1177026.0,246902.5,16.35,2023-01-01,2024-08-01,19.0,0.09675073059812694,1,High
5e72ea09,19.5,0.7071067811865476,2,554091.5,125435.0,10.5,2024-07-01,2024-08-01,1.0,0.585786437626905,2,Medium
5e7c70cd,18.75,12.598558814821889,20,926619.75,259008.3,14.4,2023-01-01,2024-08-01,19.0,0.07353720446537612,0,Low
5f13e12d,21.5,6.363961030678928,2,1155760.0,307603.0,18.5,2024-07-01,2024-08-01,1.0,0.13579648178933995,1,High
5f5eecd9,19.35,11.815578476606301,20,1030360.4,269653.2,14.45,2023-01-01,2024-08-01,19.0,0.07803003210704933,1,High
5fb6d997,18.22222222222222,11.07675243220884,9,1041691.1111111111,250950.0,14.444444444444445,2023-12-01,2024-08-01,8.0,0.08280371777208816,0,Low
5fe00842,19.05,9.344150999140416,20,1107974.6,240292.05,15.45,2023-01-01,2024-08-01,19.0,0.09667298941045027,0,Low
5fe90f9b,22.333333333333332,7.366591251499344,6,919562.8333333334,226307.16666666666,14.833333333333334,2024-03-01,2024-08-01,5.0,0.11952298970274113,0,Low
601d9d26,21.35,8.20317653492584,20,1263585.8,214617.9,16.1,2023-01-01,2024-08-01,19.0,0.10865813517811197,1,High
60b8427e,19.75,10.212865982619538,20,868639.2,189748.2,15.7,2023-01-01,2024-08-01,19.0,0.0891832651482722,0,Low
61b67baf,17.25,9.408143169336702,20,790481.95,220729.1,14.9,2023-01-01,2024-08-01,19.0,0.09607861688010665,0,Low
62154055,20.25,8.515465806092866,20,1137648.9,256112.0,16.15,2023-01-01,2024-08-01,19.0,0.10509207014959668,1,High
62379003,20.2,8.971299266344635,20,1294040.05,254017.35,14.15,2023-01-01,2024-08-01,19.0,0.10028783343964247,1,High
624eb18c,23.789473684210527,7.169216192772641,19,1239713.7894736843,246829.73684210525,15.157894736842104,2023-02-01,2024-08-01,18.0,0.12241076455838035,1,High
6289cef1,21.15,10.722700955891371,20,1115257.85,232537.45,15.15,2023-01-01,2024-08-01,19.0,0.08530457304700237,1,High
62a78c32,18.4,9.762171889492624,5,814299.6,142281.2,16.2,2024-04-01,2024-08-01,4.0,0.09291804760861745,0,Low
62a909fb,19.5,10.252085795480582,20,1027624.5,243481.45,17.5,2023-01-01,2024-08-01,19.0,0.08887241158449499,0,Low
62d089a7,22.23076923076923,5.150304944917439,13,718315.4615384615,190732.15384615384,14.846153846153847,2023-08-01,2024-08-01,12.0,0.1625935638892819,0,Low
6321a9ef,17.6,8.881678362016707,20,1280124.25,302609.35,16.45,2023-01-01,2024-08-01,19.0,0.10119738402373121,1,High
63eff67e,21.294117647058822,8.773288336495849,17,997769.8235294118,190562.41176470587,15.235294117647058,2023-04-01,2024-08-01,16.0,0.10231970710060354,0,Low
641f2147,18.25,10.00460420322353,20,785017.5,205361.9,15.35,2023-01-01,2024-08-01,19.0,0.09087105556300466,0,Low
6452bd08,19.15,7.734236940554095,20,940107.7,184514.9,16.65,2023-01-01,2024-08-01,19.0,0.1144919707131921,0,Low
6475a0ed,21.8,8.489002173090594,20,1241921.4,280193.0,15.85,2023-01-01,2024-08-01,19.0,0.10538515870887374,1,High
647b43a4,21.65,6.815423684555495,20,892634.85,176777.55,12.85,2023-01-01,2024-08-01,19.0,0.12795211627184808,0,Low
64850856,19.0,1.4142135623730951,2,695051.0,114429.5,19.0,2024-07-01,2024-08-01,1.0,0.4142135623730951,2,Medium
64bcc561,23.55,11.422392596631362,20,1360860.05,315093.75,15.55,2023-01-01,2024-08-01,19.0,0.08049979037622548,1,High
64dbef0d,22.3,9.974177185428168,20,1093828.05,227683.25,14.95,2023-01-01,2024-08-01,19.0,0.09112300476866995,1,High
64de3268,26.5,9.22496612459905,6,1565901.5,317335.8333333333,13.0,2024-03-01,2024-08-01,5.0,0.09779983501306835,1,High
64e42473,18.88888888888889,8.176864381357387,9,811760.7777777778,173917.22222222222,15.333333333333334,2023-12-01,2024-08-01,8.0,0.10896968271989282,0,Low
655dab4a,19.875,11.13478034508689,16,932926.1875,212011.5625,16.0,2023-05-01,2024-08-01,15.0,0.0824077545338411,0,Low
65ca2c59,17.2,9.811915420065866,20,1099249.9,285386.9,15.9,2023-01-01,2024-08-01,19.0,0.0924905496526635,0,Low
65e7321a,15.357142857142858,11.056547957986378,14,536367.7857142857,167163.57142857142,14.214285714285714,2023-07-01,2024-08-01,13.0,0.08294248100573348,0,Low
660cb327,18.6,8.958383312794076,20,985243.15,161709.8,14.6,2023-01-01,2024-08-01,19.0,0.10041790605863159,0,Low
6643513a,22.0,11.464230084422216,8,742710.5,184841.75,16.875,2024-01-01,2024-08-01,7.0,0.0802295844369721,0,Low
6698f96f,19.45,7.910519312249588,20,1090463.75,224665.45,15.3,2023-01-01,2024-08-01,19.0,0.11222690451108353,0,Low
66df6d5a,18.9,9.808159868191384,20,943740.4,147110.1,15.85,2023-01-01,2024-08-01,19.0,0.09252268769108594,0,Low
6717a1a3,23.3,7.664683191173177,20,1125832.6,244894.75,16.05,2023-01-01,2024-08-01,19.0,0.11541102864773091,1,High
67e1eaf0,21.5,5.31843156256751,8,1318946.0,257841.125,15.75,2024-01-01,2024-08-01,7.0,0.1582671253296993,1,High
68198d93,18.5,10.879725228728507,20,902991.05,212183.25,15.5,2023-01-01,2024-08-01,19.0,0.08417703109678998,0,Low
6832d07e,24.15,8.00838376492509,20,1258292.2,243275.9,15.4,2023-01-01,2024-08-01,19.0,0.11100770416704328,1,High
68c5d5c4,21.2,8.709341627180976,20,689179.15,146516.35,14.5,2023-01-01,2024-08-01,19.0,0.10299359507554391,0,Low
68deb531,20.05,8.165878945182106,20,973382.55,199928.2,14.45,2023-01-01,2024-08-01,19.0,0.10910028443323852,0,Low
694db98b,22.6,14.046351839534706,5,1320820.2,260327.0,15.4,2024-04-01,2024-08-01,4.0,0.06646129312040094,1,High
6951b407,21.8,8.218080195840336,20,1396418.9,288232.45,15.15,2023-01-01,2024-08-01,19.0,0.10848245825104132,1,High
695935d8,32.0,4.242640687119285,2,629175.0,180603.5,14.5,2024-07-01,2024-08-01,1.0,0.1907435698305462,1,High
6960de8b,21.5,7.20416546173115,6,1177355.5,256241.0,14.833333333333334,2024-03-01,2024-08-01,5.0,0.1218893018021837,1,High
69e592f6,18.4,9.489051863234698,20,1012196.1,255717.0,16.25,2023-01-01,2024-08-01,19.0,0.09533750171501316,0,Low
6aae1684,20.25,9.374517531444935,20,1101366.15,248028.95,14.6,2023-01-01,2024-08-01,19.0,0.09639002459333862,1,High
6bd21ccf,16.1,11.125598742019283,20,875824.8,240322.35,14.7,2023-01-01,2024-08-01,19.0,0.0824701543631543,0,Low
6c207d2a,20.6,9.842977726598582,20,971268.05,248453.25,15.25,2023-01-01,2024-08-01,19.0,0.09222558832219402,0,Low
6c679551,21.9,6.223047146653615,20,1249887.5,237961.1,15.9,2023-01-01,2024-08-01,19.0,0.1384457251484635,1,High
6c9197e8,17.333333333333332,10.801234497346435,6,732616.8333333334,181734.16666666666,14.5,2024-03-01,2024-08-01,5.0,0.08473689767158299,0,Low
6c9d3c40,23.0,9.88885603516456,20,1266733.6,306961.05,15.7,2023-01-01,2024-08-01,19.0,0.09183701178255933,1,High
6d1a5987,21.45,8.810729105381748,20,884909.55,203167.0,16.25,2023-01-01,2024-08-01,19.0,0.10192922353257543,0,Low
6d680538,17.25,8.289974922189229,20,967265.2,231124.25,15.4,2023-01-01,2024-08-01,19.0,0.10764291705583474,0,Low
6e578e1b,22.75,5.014452795879653,20,1153226.4,242377.55,15.1,2023-01-01,2024-08-01,19.0,0.16626616484297196,1,High
6e69e08b,21.4,11.582200499950458,20,1154334.1,274676.65,16.4,2023-01-01,2024-08-01,19.0,0.07947735374300684,1,High
6e725ba0,23.6,9.127171695431983,20,1222681.3,248974.0,14.15,2023-01-01,2024-08-01,19.0,0.09874425259829113,1,High
6f0bb1b5,17.85,9.427144457977663,20,901566.6,215152.35,15.45,2023-01-01,2024-08-01,19.0,0.09590353370763113,0,Low
6f2f687a,20.2,9.567488808734671,20,1114483.25,264855.45,15.85,2023-01-01,2024-08-01,19.0,0.0946298612754091,1,High
6f6da4c8,20.65,7.9556335551078465,20,830592.85,176855.85,15.95,2023-01-01,2024-08-01,19.0,0.11166155848679739,0,Low
6f975ef6,21.75,10.09364052001895,20,1108301.8,219178.6,15.2,2023-01-01,2024-08-01,19.0,0.09014173464476852,1,High
6fa65e5e,20.95,9.14488640544108,20,939492.35,211117.55,13.15,2023-01-01,2024-08-01,19.0,0.09857182821324277,0,Low
6ffcf8e2,23.3,8.118205661221864,20,1280679.95,258786.75,14.75,2023-01-01,2024-08-01,19.0,0.10967070026209491,1,High
6ffd67f0,21.7,7.630272120414773,20,1076566.95,246858.95,14.35,2023-01-01,2024-08-01,19.0,0.11587120151571069,1,High
7.02E+05,22.4,6.620542194365083,20,1528489.4,338390.6,15.05,2023-01-01,2024-08-01,19.0,0.13122425865438261,1,High
7.28E+05,20.1,7.62889244910426,20,912585.0,170387.0,15.65,2023-01-01,2024-08-01,19.0,0.11588972813119337,0,Low
7.99E+12,17.15,12.001206079741364,20,880018.1,271165.5,15.65,2023-01-01,2024-08-01,19.0,0.07691594101859613,0,Low
70813884,19.6,9.577385644813186,20,816349.85,202065.8,16.3,2023-01-01,2024-08-01,19.0,0.0945413199045426,0,Low
70835cbd,21.0,9.646379195270491,20,1011295.1,263952.85,15.3,2023-01-01,2024-08-01,19.0,0.09392864763301277,1,High
70a5dc07,19.15,10.358190250384373,20,1016482.95,236939.0,15.25,2023-01-01,2024-08-01,19.0,0.08804219492327653,0,Low
70f300fa,18.5,10.081248878356709,20,979462.45,230319.8,14.2,2023-01-01,2024-08-01,19.0,0.09024253592509283,0,Low
713a8305,20.3,13.03477131206738,20,943108.8,236835.3,15.3,2023-01-01,2024-08-01,19.0,0.07125160629729534,0,Low
71607bc6,16.357142857142858,10.558315300180325,14,750818.2857142857,254308.35714285713,14.642857142857142,2023-07-01,2024-08-01,13.0,0.08651779900695378,0,Low
7167c72f,15.9,11.438163268084978,20,925671.3,212061.25,16.7,2023-01-01,2024-08-01,19.0,0.08039772259348735,0,Low
